Address,City,FILE,PM ID,Property ID,Property Name,Property Type,State,Zip
Hilo International Airport,HILO (ITO),RPMD,,HIW04401,NWS ASOS Hilo (ITO) HI Site,Land,HI,96720
LAT 19.539/LONG 155.578 W,HOLUALOA,RPMD,,14000184,CLIMATE REFERENCE NETWORK (CRN),Land,HI,96725
Molokai Airport,HOOLEHUA,RPMD,,HIW03001,NWS ASOS Hoolehua HI Site,Land,HI,96729
57 - 370 Kamehameha Hwy,KAHUKU,RPMD,,14000975,NWS PTWC Opana Seismic Station Training Kahuku HI,Structure,HI,96731
"Kahului Airport, 1 Kahului Airport Road",KAHULUI,RPMD,,HIW01401,WSO Kahului HI,Building,HI,96732
"Kahului Airport, 1 Kahului Airport Road",KAHULUI,RPMD,,HIW01402,WSO Kahului HI Site,Land,HI,96732
Kahului Airport,KAHULUI (OGG),RPMD,,HIW04301,NWS ASOS Kahului (Ogg) HI Site,Land,HI,96732
Keahole Airport,KAILUA KONA,RPMD,,HIW04501,NWS ASOS Kailua Kona HI Site,Land,HI,96740
Kawaihae-Mahukona Road,KAMUELA,RPMD,,14001432,NWS Wind Tower Kamuela (Kawaihae Harbor) HI  WWG27,Land,HI,96743
"Lot 2, Kahua Ranch Property",KAMUELA,RPMD,,14001437,NWS NEXRAD Kohala PHKM Kamuela HI WZ2540,Structure,HI,96743
Wailua Kauai,KAPAA,RPMD,,14000068,NWS AHOS Wailua Kauai Kappa HI,Land,HI,96746
21.978089 -159.712058,KEKAHA,RPMD,,14001114,NWS Tsunami Warning Kekaha Island of Kauai HI Site,Land,HI,96752
726 S. Kihei Road,KIHEI,RPMD,,14001079,NOS ONMS Parking Lot Kihei HI,Structure,HI,96753
20.80389  -156.49971,KIHEI,RPMD,,14001431,NWS RAWS Kihei (Maalaea Bay) HI Site,Land,HI,96753
726 S Kihei Road,KIHEI (MAUI),RPMD,,HIW03802,NOS ONMS HWNMS Kihei HI,Land,HI,96753
980 Lahainaluna Road,LAHAINA,RPMD,,14001459,NWS PTWC Seismic Lahaina HI Site,Land,HI,96761
NWS Lihui HI Site,LIHUE,RPMD,,14001440,NWS DCO UAIB Airport Lihue HI Site,Land,HI,96766
21.986969 -159.3384,LIHUE,RPMD,,14001442,NWS Upper Air Inflation Bldg Lihue HI,Structure,HI,96766
Lihue Airport,LIHUE (LIN),RPMD,,HIW04201,NWS ASOS Lihue (Lin) HI Site,Land,HI,96766
Kaohe 5  Hamakua,MAUNALOA,RPMD,,HIM01901,OAR CMDL Lava Diversion Barrier  Easement EO 1288,Land,HI,96770
Kaohe 5  Hamakua,MAUNALOA,RPMD,,HIM01902,OAR CMDL Observatory Site EO 1720,Land,HI,96770
Kaohe 5  Hamakua,MAUNALOA,RPMD,,HIM01904,OAR CMDL Extension Obs. Site EO 3646,Land,HI,96770
95-1007 Hona'apo Rd,NAALEHU,RPMD,,14001286,NWS Hona'apo Ka'U HI Site,Land,HI,96772
95-1001 Honoapo Rd,NAALEHU,RPMD,,14001453,NWS Seismic Naalehu HI (Whittington) Site,Land,HI,96772
500 Center Street,WAHIAWA,RPMD,,14001294,NESDIS Meolut & Leolut Facility Wahiawa HI,Land,HI,96786
500 Center Street,WAHIAWA,RPMD,,14001295,NESDIS Wahaiwa HI Bldg 242 Comm Room,Building,HI,96786
500 Center Street,WAHIAWA,RPMD,,14001296,NESDIS Wahiawa HI Bldg 242 Antenna Space,Structure,HI,96786
21.574444 -158.279444,MAKAHA,RPMD,,14001224,NWS Ka'ena Point Marine Wind Transmitter 29695,Structure,HI,96791
"21.508428, -158.147964",OAHU ISLAND,RPMD,,14001346,NWR Mt Ka`ala HI - KBA99,Structure,HI,96791
"21.50727, -158.14170",OAHU ISLAND,RPMD,,14001349,NWS RA Guage Mt Ka`ala HI,Structure,HI,96791
21.335556 -157.705833,WAIMANALO,RPMD,,14001169,NWS Waimanalo Ridge HI,Structure,HI,96795
" -14.330765, -170.714096",PAGO PAGO,RPMD,,14000554,WSO Pago Pago AS,Building,AS,96799
" -14.330765, -170.714096",Pago Pago,RPMD,,14000591,WSO Pago Pago AS Site,Land,AS,96799
Cape Matatula,TUTUILA ISLAND,RPMD,,14001395,OAR ESRL GMD Geophysical Station Tilt Down Tower,Structure,AS,96799
Cape Matatula,TUTUILA ISLAND,RPMD,,14001398,OAR ESRL GMD Geophysical Station Hillside Stairs,Structure,AS,96799
"-14.272572,  -170.701355",Pago Pago,RPMD,,14001626,NOS R/V Manuma Vessel Shelter,Structure,AS,96799
"-14.247451, -170.564538",TUTUILA ISLAND,RPMD,,AQM00102,OAR ESRL GMD Pago Pago AS Site,Land,AS,96799
-185.038355,PAGO PAGO,RPMD,,AQW00201,NWS Housing Site Pago Pago AS,Land,AS,96799
-185.038355,PAGO PAGO,RPMD,,AQW00203,OAR ESRL GMD Housing T 7,Building,AS,96799
-185.038355,PAGO PAGO,RPMD,,AQW00204,NMFS Housing T 8 Pago Pago AS,Building,AS,96799
-185.038355,PAGO PAGO,RPMD,,AQW00205,NMFS Housing T 9 Pago Pago AS,Building,AS,96799
-185.038355,PAGO PAGO,RPMD,,AQW00206,NMFS Housing T 10 Pago Pago AS,Building,AS,96799
-185.038355,PAGO PAGO,RPMD,,AQW00207,OAR ESRL GMD Housing T 11,Building,AS,96799
"-14.331182, -170.714120",PAGO PAGO,RPMD,,AQW00209,Former Pago Pago AS Observatory,Building,AS,96799
HIGHWAY 1,PAGO PAGO,RPMD,,AS6148ZZ,PAGO PLAZA BUILDING,Building,AS,96799
300 ALA MOANA BLVD,HONOLULU,RPMD,,HI0011ZZ,PRINCE J. KUHIO FOB & CTHS,Building,HI,96813
1135 N NIMITZ HWY,HONOLULU,RPMD,,HI8347ZZ,Fresh Island Fish Building,Building,HI,96817
1897 Ranger Loop,HONOLULU,LOOKUP,4296562,6,Inouye Regional Center Ship Operation Bldg 184,Building,HI,96818
Ford Island,HONOLULU,RPMD,,5,IRC Waterfront Area Ford Island HI,Land,HI,96818
1897 Ranger Loop,HONOLULU,RPMD,,6,Inouye Regional Center Ship Operation Bldg 184,Building,HI,96818
San Jacinto Street,HONOLULU,RPMD,,7,S-291 FINGER PIER,Structure,HI,96818
Wasp Boulevard,HONOLULU,RPMD,,8,S-368 Boat Ramp,Structure,HI,96818
Gambier Bay Street,HONOLULU,RPMD,,9,F-10 Berthing Wharf,Structure,HI,96818
Ranger Loop Road,HONOLULU,RPMD,,10,F-9 Berthing Wharf,Structure,HI,96818
Intersection of Piltier Ave & Nimitz Hwy,HONOLULU,RPMD,,14001416,IRC Child Development Center Site Ford Isl HI,Land,HI,96818
1897 Ranger Loop,HONOLULU,RPMD,,14001695,IRC Bldg M Backup Power HAZMAT & Waste Handling,Building,HI,96818
1897 Ranger Loop,HONOLULU,RPMD,,14001696,IRC Bldg N Water Systems,Building,HI,96818
1897 Ranger Loop,HONOLULU,RPMD,,14001697,IRC Bldg P Fire Pump System,Building,HI,96818
400 Sand Island Parkway,HONOLULU,RPMD,,14001251,NMFS OLE Moorage Honolulu HI,Structure,HI,96819
Sand Island Access,HONOLULU,RPMD,,HIW03401,NOS CO-OPS Tide Station Pier 4 & Bldg. Honolulu HI,Structure,HI,96819
Honolulu International,HONOLULU (HNL),RPMD,,HIW03601,NWS ASOS Honolulu (Hnl) HI Site,Land,HI,96819
440 Puamamane Street,HONOLULU,RPMD,,14000594,NWS Hydronet Gauge Niu Valley Honolulu HI Site,Land,HI,96821
Tunnel # 26-B Kipapa Ammo Stor,FORT SHAFTER,RPMD,,14000009,NWS Seismic Station Fort Shafter (Kipapa) HI,Structure,HI,96858
"19 Degrees, 17'N 166 Degrees, 39' E",WAKE ISLAND A F B,RPMD,,14000310,NWS Runway Wind Hydro Wake Isl WQ Site,Land,WQ,96898
"19degrees, 17'N 166degrees, 39'E",WAKE ISLAND A F B,RPMD,,14000320,NWS Right of Way,Land,WQ,96898
3232 Hueneme Rd,Barrigada,RPMD,,GQW00201,WFO Barrigada GU Site,Land,GU,96910
770 East Sunset Blvd.,TAMUNING,RPMD,,GU7285ZZ,A.B. Won Pat Guam Integrated A,Building,GU,96910
1441 Route 3,Dededo,RPMD,,GQW00102,NWS Met Observatory Dededo GU,Building,GU,96912
"13.43298, -144.712372",Yona,RPMD,,14001673,NWR Mt Alutom Yona Guam WXM85,Structure,GU,96913
"Lat 13 deg 26.6' 37.1"" N Long 144 deg 39' 23.7"" E",Apra,RPMD,,14000783,NOS CO-OPS Tide Monitoring Sumay Harbor Apra GU,Land,GU,96915
"Lat 13 deg 26' 19.4"" N Long 144 deg 39' 14.3"" E",APRA,RPMD,,14000784,CO-OPS Sumay Cove Tide Station (Bldg. 1985),Structure,GU,96915
"Lat 13 deg 26.6' 37.1"" N Long 144 39' 23.7"" E",Apra,RPMD,,14000785,NOS CO-OPS Tide House Sumay Harbor Apra GU,Structure,GU,96915
400 ROUTE 8,MAITE,RPMD,,GU6931ZZ,FIRST HAWAIIAN BANK BLDG,Building,GU,96927
7.368419   134.540542,Palau Islands,RPMD,,14001553,NWS WFO Palau Site,Land,PS,96940
Koror,Palau Islands,RPMD,,NQW00701,WSO Koror Palau Islands Site,Land,PS,96940
Kolonia E Caroline Isla,POHNPEI,LOOKUP,2338804,NQW00502,NWS Garage Pohnpei FM,Building,FM,96941
PO Box 10,Yap Isl,RPMD,,NQW00305,WSO Yap Isl FM,Building,FM,96941
Kolonia E Caroline Island,POHNPEI,RPMD,,NQW00505,WSO Pohnpei FM Site,Land,FM,96941
"7.456953, 151.839703",CHUUK,RPMD,,NQW00803,WSO Chuuk FM Site,Land,FM,96942
"N72D09'3""E 72D09'33"" - Yap",KOLONIA,RPMD,,14000006,WSO Kolonia FM Site,Land,FM,96943
15.187773 145.743507,Saipan,RPMD,,14001571,NWR Mount Tapochau Saipan WXM86,Structure,CQ,96950
BEACH ROAD,SAIPAN,RPMD,,MP7293ZZ,D.Y. BUILDING,Building,MP,96950
7.068694 171.294389,Majuro Atoll,RPMD,,14001129,WSO Majuro MH Site,Land,RM,96960
Marshall Islands,Majuro Atoll,RPMD,,NQW00201,WSO Majuro MH Site,Land,RM,96960
Long Island Road,Majuro Atoll,RPMD,,NQW00202,WSO Majuro MH,Building,RM,96960
Aurora State Airport,AURORA (SALAM) (UAD),RPMD,,ORW07001,NWS ASOS Aurora (Salam) (UAD) OR Site,Land,OR,97002
70543 NE Herman Loop,CASCADE LOCKS,RPMD,,14001627,OAR OP Cascade Locks OR,Land,OR,97014
"45.63632, -121.95707",CASCADE LOCKS,RPMD,,14001665,OAR Bonneville OR Weather Station,Land,OR,97014
Cascade Locks St Airport,CASCADE LOCKS,RPMD,,ORW02201,NWS Wind Sensor Cascade Locks OR Site,Land,OR,97014
Bldg H-7 Robins Island,CASCADE LOCKS,RPMD,,ORW12401,NWS Bonneville Lock & Dam Project Cascade Locks OR,Structure,OR,97014
10474 Highway 30,CLATSKANIE,RPMD,,14001507,NMFS Moorage Clatskanie (Kerry West) OR,Structure,OR,97016
12632 Riverfront Road,CLATSKANIE (JONES BEACH,RPMD,,ORW05701,NMFS Salmonid Sampling Clatskanie (Jones Beach) OR,Land,OR,97016
"45.542060, -122.290491",CORBETT,RPMD,,14000526,NWS Wind Corbett OR Site,Land,OR,97019
Three Lynx Rvr Discharg,ESTACADA (THREE LYNX),RPMD,,ORW02601,NWS Precipitation Gauge Estacada OR Site,Land,OR,97023
Land - Near Tuckers Bridge,HOOD RIVER,RPMD,,ORW03301,NWS Precipitation Gauge Hood River OR Site,Land,OR,97031
"45.1311,-122.2906",MOLALLA,RPMD,,14001496,NWR Molalla OR KIG98,Structure,OR,97038
Hinckle Bridge,OREGON CITY (ABERNATHY,RPMD,,ORW04201,NWS River Gauge On Bridge Oregon City (Abernathy),Structure,OR,97045
Shipley Bridge,OREGON CITY (TAULATIN R,RPMD,,ORW04301,NWS River Gauge On Bridge Oregon City (Tualatin),Structure,OR,97045
Scappoose Industrial Airpark,SCAPPOOSE,RPMD,,ORW06801,NWS ASOS Scappoose OR Site,Land,OR,97056
Scappoose,SCAPPOOSE,RPMD,,ORW11301,NWS RDA Scappoose OR Site,Land,OR,97056
The Dalles Municipal Airport,THE DALLES,RPMD,,ORW08101,NWS ASOS The Dalles OR Site,Land,OR,97058
1820 NW Graham Road,TROUTDALE,RPMD,,14001595,OAR OP Troutdale OR Site,Land,OR,97060
202 NW GRAHAM RD,TROUTDALE,RPMD,,OR0501PT,TROUTDALE WEST FED WHSE,Building,OR,97060
750 COMMERCIAL ST,ASTORIA,RPMD,,OR0002ZZ,POST OFFICE,Building,OR,97103
520 Heceta Place,HAMMOND (POINT ADAMS),RPMD,,ORW05501,NMFS NWC Hammond (Pt Adams) OR,Land,OR,97121
200 Lake Dr,HAMMOND,RPMD,,ORW06701,NMFS Repair Facility Site Hammond OR,Land,OR,97121
Fort Stevens,CLATSOP SPIT,RPMD,,ORW12201,NWS Wind System Clatsop OR Site,Land,OR,97121
Portland-Hillsboro Airport,HILLSBORO,RPMD,,ORW08201,NWS ASOS Hillsboro OR Site,Land,OR,97124
McMinnville Municipal Airport,MCMINNVILLE (MMV),RPMD,,ORW07501,NWS ASOS McMinnville (MMV) OR Site,Land,OR,97128
1110 SE Flightline Drive,WARRENTON,RPMD,,14001575,OAR Astoria OR Wind System,Land,OR,97146
Astoria Regional Airport,WARRENTON,RPMD,,ORW07201,NWS ASOS Warrenton OR Site,Land,OR,97146
2185 SE Airport Road,WARRENTON (ASTORIA),RPMD,,ORW12301,NWS ACU GTA Rack Space Antenna Warrenton OR,Structure,OR,97146
Portland-Troutdale Airport,PORTLAND,RPMD,,ORW11801,NWS ASOS Portland OR Site,Land,OR,97208
Portland International,PORTLAND,RPMD,,ORW09101,NWS ASOS Portland OR Site,Land,OR,97218
5421 NE 122nd Ave,PORTLAND,RPMD,,OR6747ZZ,PORTLAND NOAA-WFO,Building,OR,97230
5241 Northeast 122nd Av,PORTLAND,RPMD,,ORW09002,NWS RFC Portland OR Site,Land,OR,97230
1201 NE LLOYD BLVD,PORTLAND,RPMD,,OR6661ZZ,1201 LLOYD BOULEVARD,Building,OR,97232
15007 Se Foster Rd,PORTLAND,RPMD,,ORW05001,NWS River Gauge Equipment Site Portland OR,Structure,OR,97236
3030 25th St. SE,SALEM (MCNARY FIELD),RPMD,,ORW01303,WSO Salem (McNary Field) OR Site,Land,OR,97302
44.904872 -123.001004,SALEM,RPMD,,ORW07101,NWS ASOS Salem (McNary Field) OR Site,Land,OR,97302
"43.847222, -123.109444",SALEM,RPMD,,ORW07801,NWR Salem (Prospect Hill) OR WXL96,Structure,OR,97310
LAT 44.41845 N/LONG 123.32547W,CORVALLIS,RPMD,,14000659,CLIMATE REFERENCE NETWORK (CRN),Land,OR,97333
Sexton Summit,GRANTS PASS (SEXTON SUM,LOOKUP,2338467,ORW06201,NWS Observatory B 1 Grants Pass OR,Building,OR,97347
Sexton Summit,GRANTS PASS (SEXTON SUM,RPMD,,ORW06204,NWS Road Easement Grants Pass OR Site,Land,OR,97347
Sexton Summit,GRANTS PASS (SEXTON SUM,RPMD,,ORW06205,NWS Weather Obs Grants Pass (Sexton Summit) OR,Land,OR,97347
2925 SE Ferry Slip Road  Unit 329,NEWPORT,RPMD,,14000415,NMFS Aquarium Village Storage Newport OR,Building,OR,97365
2129 N. Coast Highway,NEWPORT,RPMD,,14000539,NWS Central Lincoln PUD Newport OR,Structure,OR,97365
2129 N. Coast Highway,NEWPORT,RPMD,,14000540,NWR Newport (Herman Peak) OR WNG674,Structure,OR,97365
2002 SE Marine Science Drive,NEWPORT,RPMD,,14001124,MOC-P Newport OR Site,Land,OR,97365
2002 SE Marine Science Drive,NEWPORT,RPMD,,14001125,MOC-P Newport Admin Bldg,Building,OR,97365
2002 SE Marine Science Drive,NEWPORT,RPMD,,14001126,MOC-P Newport Warehouse,Building,OR,97365
2002 SE Marine Science Drive,NEWPORT,RPMD,,14001127,MOC-P Newport Pier/Wharf,Structure,OR,97365
2002 SE Marine Science Drive,NEWPORT,RPMD,,14001128,MOC-P Newport Dock,Structure,OR,97365
lat 44 45 23n long 124 02 49,NEWPORT (OTTER ROCK),RPMD,,ORW04901,NWR Otter Crest (Newport) OR KIH33,Structure,OR,97365
Marine Science Dr.,NEWPORT,RPMD,,ORW05401,NMFS NWC Aquaculture Lab Site Newport OR,Land,OR,97365
Marine Science Dr.,NEWPORT,RPMD,,ORW05405,NMFS NWC Seawater Raceway Newport OR,Structure,OR,97365
28855 Lockheed Drive,EUGENE (EUG),RPMD,,ORW08701,NWS ASOS Eugene (EUG) OR Site,Land,OR,97402
4575 Blanton Road,EUGENE,RPMD,,14001321,NWR Eugene (Blanton Heights) OR KIH32,Structure,OR,97405
T40S R13W WM Section 10 NW1/2 SE1/4,BROOKINGS,RPMD,,14000343,NWR Brookings (Palmer Butte) OR KIH37,Structure,OR,97415
"Lat: 43D 16.309'N Long: 124D 19.114""W",COOS BAY,RPMD,,14001075,CLIMATE REFERENCE NETWORK (CRN),Land,OR,97420
Umpqua River,ELKTON,RPMD,,ORW02401,NWS River Gauge Elkton (Umpqua) OR Site,Land,OR,97436
Patterson Bridge (pier,GOLD BEACH,RPMD,,ORW03101,NWS Staff Gauge On Bridge Gold Beach OR,Structure,OR,97444
Stockpile Site Mp 2.85,MAPLETON,RPMD,,ORW03401,NWS Precipitation Gauge Mapleton OR Site,Land,OR,97453
Noah Butte,COOS BAY,RPMD,,14001319,NWR Noah Butte Coos Bay OR KIH32,Land,OR,97459
1100 Airport Lane,NORTH BEND,RPMD,,14001596,OAR OP North Bend OR Site,Land,OR,97459
Roberts Field,NORTH BEND,RPMD,,ORW12101,NWS ASOS North Bend OR Site,Land,OR,97459
"42.8580278, -124.5178056",PORT ORFORD,RPMD,,ORW12001,NWS Wind System Port Orford OR WNG596 Site,Land,OR,97465
Winchester Hill,REEDSPORT,RPMD,,14001515,NWR Reedsport OR WX2509,Structure,OR,97467
Roseburg Municipal Airport,ROSEBURG (RBG),RPMD,,ORW07401,NWS ASOS Roseburg (RBG) OR Site,Land,OR,97470
43.119137  -123.242778,ROSEBURG,RPMD,,ORW07701,NWR Roseburg (Dodson Butte) OR WXL98,Structure,OR,97470
"3106 Pierce Parkway, Suite E",SPRINGFIELD,RPMD,,14001668,NOS NGS Springfield OR,Building,OR,97477
Medford-Jackson County,CENTRAL POINT,RPMD,,ORW08501,NWS ASOS Central Point OR Site,Land,OR,97502
Medford-Jackson Co. Airport,MEDFORD,RPMD,,ORW06501,WFO Medford OR Site,Land,OR,97504
Medford-Jackson Co. Airport,MEDFORD,RPMD,,ORW06502,NWS Westerly Easement Medford OR Site,Land,OR,97504
Medford-Jackson Co. Airport,MEDFORD,RPMD,,ORW06503,NWS Easterly Easement Medford OR Site,Land,OR,97504
"42.080675, -122.707025",ASHLAND,RPMD,,14001143,NWS Garage Ashland OR,Structure,OR,97520
Mount Ashland Summit,ASHLAND (MT ASHLAND),RPMD,,ORW00201,NWS Qtrs and Radar Bldg Ashland OR,Building,OR,97520
"42.081, -122.717",ASHLAND (MT ASHLAND),RPMD,,ORW00203,NWR Ashland OR Site WWF97,Land,OR,97520
"Lat: 42D 26' 52.7"" N (42.447972); Long: 123D 03' 2",GOLD HILL,RPMD,,14001410,NWR Gold Hill (Nugget Butte) WXL85,Structure,OR,97525
Hogback Mtn,KLAMATH FALLS (HOGBACK,RPMD,,ORW03201,NWR Klamath Falls OR WXL97,Structure,OR,97601
Klamath Falls Internati,KLAMATH FALLS (LMT),RPMD,,ORW08601,NWS ASOS Klamath Falls (LMT) OR Site,Land,OR,97603
Burns Municipal Airport,BURNS (BNO),RPMD,,ORW08801,NWS ASOS Burns (BNO) OR Site,Land,OR,97720
Powell Butte,PRINEVILLE,RPMD,,14001497,NWR Prineville OR WWF80,Structure,OR,97754
"LAT 43D 28N/LONG 119D 41W, ELE 4585",RILEY,RPMD,,14000217,CLIMATE REFERENCE NETWORK (CRN),Land,OR,97758
Pendleton Mun. Airport,PENDLETON,RPMD,,ORW01104,WFO RDA Pendleton OR Site,Land,OR,97801
Pendleton Municipal Airport,PENDLETON (PDT),RPMD,,ORW08301,NWS ASOS Pendleton (PDT) OR Site,Land,OR,97801
Baker City Municipal Airport,BAKER CITY (BKE),RPMD,,ORW07301,NWS ASOS Baker City (BKE) OR Site,Land,OR,97814
45.486794 -119.433882,HEPPNER,RPMD,,14001530,NWS Heppner (Gleason) OR WWH29,Structure,OR,97836
"45.350333, -119.509722",HEPPNER,RPMD,,14001531,NWS Heppner (Wilkenson) OR WWH28,Structure,OR,97836
Hermiston Municipal Airport,HERMISTON (S22),RPMD,,ORW07601,NWS ASOS Hermiston (S22) OR Site,Land,OR,97838
LAT 44D 33.335N/LONG 119D 38.804W,KIMBERLY,RPMD,,14000212,CRN Kimberly OR,Land,OR,97848
Hwy Maintenance Stn,UMATILLA,RPMD,,ORW03502,NWS ASOS Umatilla OR Site,Land,OR,97882
"45.7475, -118.036389",LA GRANDE,RPMD,,ORW12501,NWR La Grande (Spout Springs) OR WXL95,Structure,OR,97886
Rome Vor Site,ROME (REO),RPMD,,ORW11601,NWS ASOS Rome (REO) OR Site,Land,OR,97910
Ontario Municipal Airport,ONTARIO (ONO),RPMD,,ORW06901,NWS ASOS Ontario (ONO) OR Site,Land,OR,97914
6501 173rd Ave SE,ISSAQUAH,RPMD,,14000230,NWR Issaquah (Cougar Mountain) WA KHB60,Structure,WA,98027
47.276667 -121.337222,NORTH BEND,RPMD,,WAW00306,WSO ASOS North Bend WA Site,Land,WA,98045
Renton Municipal Airport,RENTON (RNT),RPMD,,WAW10501,NWS ASOS Renton (RNT) WA Site,Land,WA,98055
Stampede Pass Main Ridge,SNOQUALMIE PASS,RPMD,,WAW00301,WSO Well House and Well Snoqualmie Pass WA,Building,WA,98068
Stampede Pass Main Ridg,SNOQUALMIE PASS,RPMD,,WAW00302,WSO Observatory Bldg Snoqualmie Pass WA,Building,WA,98068
Stampede Pass Main Ridg,SNOQUALMIE PASS,RPMD,,WAW00304,WSO Stand By Power Bldg Snoqualmie Pass WA,Building,WA,98068
Stampede Pass Main Ridg,SNOQUALMIE PASS,RPMD,,WAW00305,WSO House Snoqualmie Pass WA,Building,WA,98068
Snoqualmie Pass,SNOQUALMIE PASS,RPMD,,WAW04401,NWS Snow Gauge Snoqualmie Pass WA Site,Land,WA,98068
Snoqualmie Pass Highway,SNOQUALMIE PASS,RPMD,,WAW09602,NWS Garage Site Snoqualmie Pass WA,Land,WA,98068
Point Robinson Light,PORTAGE,RPMD,,WAW03601,NWS F420 Wind System Portage WA Site,Land,WA,98070
Pier 36/37,SEATTLE,RPMD,,WAW06702,OMAO ONCO Moorage Pier 36 37 Seattle WA,Structure,WA,98108
Boeing Field/King County,SEATTLE,RPMD,,WAW10301,NWS ASOS Seattle WA Site,Land,WA,98108
2725 Montlake Blvd East,SEATTLE,RPMD,,WAW05201,NMFS NWC Lab Site Seattle (Montlake) WA,Land,WA,98112
2725 Montlake Blvd East,SEATTLE,RPMD,,WAW05203,NMFS NWC East Bldg Seattle (Montlake) WA,Building,WA,98112
7600 Sand Point Way NE,SEATTLE,RPMD,,14001053,Water Main Loop,Structure,WA,98115
7600 Sand Point Way NE,SEATTLE,RPMD,,14001448,Dive Center Mechanical Vault,Structure,WA,98115
7600 Sand Point Way  Ne,SEATTLE (SAND POINT),RPMD,,WAW05301,Western Region Site,Land,WA,98115
7600 Sand Point Way  Ne,SEATTLE (SAND POINT),RPMD,,WAW05311,Pier,Structure,WA,98115
47.576389 -122.420556,SEATTLE (ALKI POINT),RPMD,,WAW01501,NWS Recording Equipment Seattle WA Site,Land,WA,98116
Seattle-Tacoma Inter. Airport,SEATTLE,RPMD,,WAW10401,NWS ASOS Seattle WA Site,Land,WA,98158
Snohomish County/Paine,EVERETT,RPMD,,WAW10801,NWS ASOS Everett WA Site,Land,WA,98204
Stillaguamish River,ARLINGTON (STILLAGUAMIS,RPMD,,WAW07001,NWS River Gauge On Bridge Arlington WA,Structure,WA,98223
2825 ROEDER AVE,BELLINGHAM,RPMD,,WA7808ZZ,BELLINGHAM COLD STORAGE,Building,WA,98225
19 BELLWETHER WAY,BELLINGHAM,RPMD,,WA7997ZZ,BELLWETHER BLDG.,Building,WA,98225
Bellingham International,BELLINGHAM (BLI),RPMD,,WAW11001,NWS ASOS Bellingham (BLI) WA Site,Land,WA,98226
H Street,BLAINE,RPMD,,14001514,NWR Blaine WA KAD93,Structure,WA,98230
Friday Harbor Airport,FRIDAY HARBOR (FHR),RPMD,,WAW08701,NWS ASOS Friday Harbor (FHR) WA Site,Land,WA,98250
LAT 48D 32.22N/LONG 121D 26.49W,MARBLEMOUNT,RPMD,,14000206,CLIMATE REFERENCE NETWORK (CRN),Land,WA,98267
10 Park Avenue,MUKILTEO,RPMD,,14001474,NMFS Mukilteo WA Research Station,Land,WA,98275
10 Park Avenue,MUKILTEO,RPMD,,14001475,NMFS Tidelands Shorelands Mukilteo WA,Land,WA,98275
10 Park Avenue,MUKILTEO,RPMD,,14001476,NMFS Research Station Acces Mukilteo WA,Land,WA,98275
10 Park Avenue,MUKILTEO,RPMD,,14001479,NMFS Pier Mukilteo WA,Structure,WA,98275
47.950087 -122.301946,MUKILTEO,RPMD,,14001554,NWFSC Benthic Collecting Plates Mulilteo WA,Land,WA,98275
220 Chase Way,CAMANO ISLAND,RPMD,,WAW09701,NWS RDA Seattle WA Site,Land,WA,98282
Mt Octopus,FORKS,RPMD,,14001406,NWR Forks (Mt Octopus) WA Site,Land,WA,98331
Mt Octopus,FORKS,RPMD,,14001436,NWR Forks (Mt Octopus) WA KX127,Structure,WA,98331
"47.974492, -124.398064",FORKS,RPMD,,14001597,OAR OP Forks WA Site,Land,WA,98331
5092 Quillayute Road,FORKS,RPMD,,WAW00401,WSO Forks Building,Building,WA,98331
5092 Quillayute Road,FORKS,RPMD,,WAW00402,NWS Inflation Bldg Forks WA Site,Land,WA,98331
Tacoma Narrows Airport,GIG HARBOR,RPMD,,WAW09501,NWS ASOS Gig Harbor WA Site,Land,WA,98335
"47.911758, -122.528225",HANSVILLE (POINT NO POI,RPMD,,WAW06001,NWS DARCO Hansville WA Site,Land,WA,98340
401 Main Street,LA PUSH,RPMD,,14001644,La Push NOS Meteorological Station,Land,WA,98350
Quillayute State Airport,LA PUSH,RPMD,,WAW08401,NWS ASOS La Push WA Site,Land,WA,98350
River Bridge No 1/603,LONGBRANCH,RPMD,,WAW02101,NWS River Gauge On Bridge Longbranch WA,Structure,WA,98351
48.370778 -124.672694,NEAH BAY,RPMD,,WAW03102,NWR Neah Bay (Bahokus) WA Site KIH36,Land,WA,98357
Neah Bay Station,NEAH BAY,RPMD,,WAW13001,NOS OCNMS Western Mobile Building Neah Bay WA,Land,WA,98357
832 Boat Haven Drive,PORT ANGELES,RPMD,,14000929,NOS OCNMS RV Tatoosh Moorage Port Angeles WA,Structure,WA,98362
US Coast Guard Station,PORT ANGELES,RPMD,,WAW08001,NWS DARDC Wind System Port Angeles WA Site,Land,WA,98362
William Fairchild Intl,PORT ANGELES,RPMD,,WAW08901,NWS ASOS Port Angeles WA Site,Land,WA,98363
7305 Beach Drive East,PORT ORCHARD,RPMD,,14001268,NWFSC Nooksack Pole Bldg 22 Port Orchard WA,Building,WA,98366
7305 Beach Road,PORT ORCHARD,RPMD,,14001314,NWFSC Manchester Tidelands Port Orchard WA,Land,WA,98366
7305 Beach Drive East,PORT ORCHARD,RPMD,,14001473,NWFSC Restroom Port Orchard WA,Building,WA,98366
7305 Beach Drive East,PORT ORCHARD,RPMD,,WAW04501,NWFSC Manchester Port Orchard WA,Land,WA,98366
7305 Beach Drive East,PORT ORCHARD,RPMD,,WAW04513,NWFSC Pier Port Orchard WA,Structure,WA,98366
